Unnamed: 0,CITY,COUNTY,LAT,LONG,NAME_OTHER,FACILITY_TYPE,DESCRIPTION,FAC_STATUS,drcm_Longitude,drcm_Latitude,drc_Longitude,drc_Latitude,prisch_Longitude,prisch_Latitude,LONGLAT,pubsch_Longitude,pubsch_Latitude,emf_Longitude,emf_Latitude,eoc_Longitude,eoc_Latitude,ra_Longitude,ra_Latitude
1651,NORTH FORT MYERS,LEE,,,,PRIVATE SCHOOL,,,,,,,-81.91614902,26.64967985,,,,,,,,,
1652,NORTH FORT MYERS,LEE,,,,PRIVATE SCHOOL,,,,,,,-81.89945692,26.71049616,,,,,,,,,
1653,NORTH FORT MYERS,LEE,,,,PRIVATE SCHOOL,,,,,,,-81.88359078,26.66691696,,,,,,,,,
1654,ALVA,LEE,,,,PRIVATE SCHOOL,,,,,,,-81.60043492,26.70106133,,,,,,,,,
1655,SAINT JAMES CITY,LEE,,,,PRIVATE SCHOOL,,,,,,,-82.10436567,26.5826705,,,,,,,,,
1656,FORT MYERS BEACH,LEE,,,,PRIVATE SCHOOL,,,,,,,-81.93019793,26.44274942,,,,,,,,,
1657,TALLAHASSEE,LEON,,,,PRIVATE SCHOOL,,,,,,,-84.21574721,30.53828216,,,,,,,,,
1658,TALLAHASSEE,LEON,,,,PRIVATE SCHOOL,,,,,,,-84.21813836,30.38476773,,,,,,,,,
1659,TALLAHASSEE,LEON,,,,PRIVATE SCHOOL,,,,,,,-84.29459358,30.47695137,,,,,,,,,
1660,TALLAHASSEE,LEON,,,,PRIVATE SCHOOL,,,,,,,-84.31791625,30.44202475,,,,,,,,,
1661,TALLAHASSEE,LEON,,,,PRIVATE SCHOOL,,,,,,,-84.14679846,30.48669725,,,,,,,,,
1662,TALLAHASSEE,LEON,,,,PRIVATE SCHOOL,,,,,,,-84.27926286,30.45332726,,,,,,,,,
1663,TALLAHASSEE,LEON,,,,PRIVATE SCHOOL,,,,,,,-84.25991114,30.44356918,,,,,,,,,
1664,TALLAHASSEE,LEON,,,,PRIVATE SCHOOL,,,,,,,-84.27448558,30.52459103,,,,,,,,,
1665,TALLAHASSEE,LEON,,,,PRIVATE SCHOOL,,,,,,,-84.28603078,30.44439744,,,,,,,,,
1666,TALLAHASSEE,LEON,,,,PRIVATE SCHOOL,,,,,,,-84.25879696,30.43438131,,,,,,,,,
1667,TALLAHASSEE,LEON,,,,PRIVATE SCHOOL,,,,,,,-84.29579049,30.47624882,,,,,,,,,
1668,TALLAHASSEE,LEON,,,,PRIVATE SCHOOL,,,,,,,-84.33736339,30.44637164,,,,,,,,,
1669,TALLAHASSEE,LEON,,,,PRIVATE SCHOOL,,,,,,,-84.28008455,30.42799708,,,,,,,,,
1670,TALLAHASSEE,LEON,,,,PRIVATE SCHOOL,,,,,,,-84.26266709,30.4048921,,,,,,,,,
1671,TALLAHASSEE,LEON,,,,PRIVATE SCHOOL,,,,,,,-84.29218854,30.43331084,,,,,,,,,
1672,TALLAHASSEE,LEON,,,,PRIVATE SCHOOL,,,,,,,-84.31907963,30.43483645,,,,,,,,,
1673,TALLAHASSEE,LEON,,,,PRIVATE SCHOOL,,,,,,,-84.26943146,30.44244724,,,,,,,,,
1674,TALLAHASSEE,LEON,,,,PRIVATE SCHOOL,,,,,,,-84.22293358,30.48047383,,,,,,,,,
1675,TALLAHASSEE,LEON,,,,PRIVATE SCHOOL,,,,,,,-84.27306899,30.44929453,,,,,,,,,
1676,TALLAHASSEE,LEON,,,,PRIVATE SCHOOL,,,,,,,-84.33460421,30.46689099,,,,,,,,,
1677,TALLAHASSEE,LEON,,,,PRIVATE SCHOOL,,,,,,,-84.29244712,30.42195714,,,,,,,,,
1678,TALLAHASSEE,LEON,,,,PRIVATE SCHOOL,,,,,,,-84.2937297,30.43918345,,,,,,,,,
1679,TALLAHASSEE,LEON,,,,PRIVATE SCHOOL,,,,,,,-84.26695798,30.43695048,,,,,,,,,
1680,TALLAHASSEE,LEON,,,,PRIVATE SCHOOL,,,,,,,-84.28039772,30.486651,,,,,,,,,
1681,TALLAHASSEE,LEON,,,,PRIVATE SCHOOL,,,,,,,-84.22747947,30.44384806,,,,,,,,,
1682,TALLAHASSEE,LEON,,,,PRIVATE SCHOOL,,,,,,,-84.19998462,30.51764551,,,,,,,,,
1683,MADISON,MADISON,,,,PRIVATE SCHOOL,,,,,,,-83.37414846,30.46753651,,,,,,,,,
1684,MADISON,MADISON,,,,PRIVATE SCHOOL,,,,,,,-83.45488259,30.48614269,,,,,,,,,
1685,BRADENTON,MANATEE,,,,PRIVATE SCHOOL,,,,,,,-82.64149587,27.46728615,,,,,,,,,
1686,BRADENTON,MANATEE,,,,PRIVATE SCHOOL,,,,,,,-82.54105822,27.44305002,,,,,,,,,
1687,BRADENTON,MANATEE,,,,PRIVATE SCHOOL,,,,,,,-82.60227712,27.46287247,,,,,,,,,
1688,BRADENTON,MANATEE,,,,PRIVATE SCHOOL,,,,,,,-82.55125562,27.45457458,,,,,,,,,
1689,BRADENTON,MANATEE,,,,PRIVATE SCHOOL,,,,,,,-82.58702994,27.47639203,,,,,,,,,
1690,BRADENTON,MANATEE,,,,PRIVATE SCHOOL,,,,,,,-82.60519635,27.47137223,,,,,,,,,
1691,BRADENTON,MANATEE,,,,PRIVATE SCHOOL,,,,,,,-82.64006746,27.51263116,,,,,,,,,
1692,BRADENTON,MANATEE,,,,PRIVATE SCHOOL,,,,,,,-82.59714275,27.44191324,,,,,,,,,
1693,BRADENTON,MANATEE,,,,PRIVATE SCHOOL,,,,,,,-82.6016321,27.49735042,,,,,,,,,
1694,BRADENTON,MANATEE,,,,PRIVATE SCHOOL,,,,,,,-82.54972605,27.49360289,,,,,,,,,
1695,BRADENTON,MANATEE,,,,PRIVATE SCHOOL,,,,,,,-82.49367441,27.49310451,,,,,,,,,
1696,BRADENTON,MANATEE,,,,PRIVATE SCHOOL,,,,,,,-82.58822037,27.47322795,,,,,,,,,
1697,OCALA,MARION,,,,PRIVATE SCHOOL,,,,,,,-82.16766782,29.14554681,,,,,,,,,
1698,OCALA,MARION,,,,PRIVATE SCHOOL,,,,,,,-82.07817672,29.1911136,,,,,,,,,
1699,OCALA,MARION,,,,PRIVATE SCHOOL,,,,,,,-82.091025,29.19584696,,,,,,,,,
1700,OCALA,MARION,,,,PRIVATE SCHOOL,,,,,,,-82.10586124,29.13403196,,,,,,,,,
1701,OCALA,MARION,,,,PRIVATE SCHOOL,,,,,,,-82.17867435,29.16940515,,,,,,,,,
1702,OCALA,MARION,,,,PRIVATE SCHOOL,,,,,,,-82.19920614,29.16982557,,,,,,,,,
1703,STUART,MARTIN,,,,PRIVATE SCHOOL,,,,,,,-80.23413213,27.11845089,,,,,,,,,
1704,STUART,MARTIN,,,,PRIVATE SCHOOL,,,,,,,-80.22960391,27.18965291,,,,,,,,,
1705,STUART,MARTIN,,,,PRIVATE SCHOOL,,,,,,,-80.25489265,27.19789737,,,,,,,,,
1706,STUART,MARTIN,,,,PRIVATE SCHOOL,,,,,,,-80.23229864,27.18944728,,,,,,,,,
1707,STUART,MARTIN,,,,PRIVATE SCHOOL,,,,,,,-80.2194246,27.19585004,,,,,,,,,
1708,INDIANTOWN,MARTIN,,,,PRIVATE SCHOOL,,,,,,,-80.47128836,27.02823218,,,,,,,,,
1709,HOMESTEAD,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.49313894,25.45796105,,,,,,,,,
1710,HOMESTEAD,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.48062895,25.47371444,,,,,,,,,
1711,HOMESTEAD,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.47766353,25.47455913,,,,,,,,,
1712,HOMESTEAD,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.49399488,25.46099884,,,,,,,,,
1713,HOMESTEAD,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.43753425,25.4988687,,,,,,,,,
1714,HOMESTEAD,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.40836648,25.53686271,,,,,,,,,
1715,HOMESTEAD,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.47153363,25.484131,,,,,,,,,
1716,HOMESTEAD,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.48016633,25.48018802,,,,,,,,,
1717,HOMESTEAD,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.40799315,25.53591358,,,,,,,,,
1718,HOMESTEAD,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.46462785,25.49388895,,,,,,,,,
1719,HOMESTEAD,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.47346502,25.46210563,,,,,,,,,
1720,HOMESTEAD,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.43860988,25.5109701,,,,,,,,,
1721,HOMESTEAD,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.4065259,25.49913562,,,,,,,,,
1722,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.21848244,25.92105255,,,,,,,,,
1723,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.23302081,25.76427391,,,,,,,,,
1724,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.42316843,25.74445413,,,,,,,,,
1725,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.33795466,25.74103381,,,,,,,,,
1726,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.34919727,25.60703965,,,,,,,,,
1727,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.20191786,25.7910336,,,,,,,,,
1728,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.18344162,25.87440714,,,,,,,,,
1729,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.35057708,25.76977603,,,,,,,,,
1730,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.39591782,25.55437369,,,,,,,,,
1731,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.33648289,25.68201157,,,,,,,,,
1732,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.29242219,25.78362884,,,,,,,,,
1733,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.31590993,25.69842553,,,,,,,,,
1734,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.28087587,25.74553159,,,,,,,,,
1735,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.22022803,25.77060283,,,,,,,,,
1736,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.2892075,25.68883556,,,,,,,,,
1737,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.17686627,25.91038766,,,,,,,,,
1738,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.37043953,25.73302257,,,,,,,,,
1739,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.28415406,25.81926132,,,,,,,,,
1740,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.406426,25.64394023,,,,,,,,,
1741,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.36714868,25.69026576,,,,,,,,,
1742,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.21319674,25.88423038,,,,,,,,,
1743,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.28563768,25.691887,,,,,,,,,
1744,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.31035637,25.82008546,,,,,,,,,
1745,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.21829163,25.78805394,,,,,,,,,
1746,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.23247953,25.8686661,,,,,,,,,
1747,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.43869054,25.71231486,,,,,,,,,
1748,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.18458894,25.83157791,,,,,,,,,
1749,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.39055774,25.73748288,,,,,,,,,
1750,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.21820455,25.78871937,,,,,,,,,
1751,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.21406403,25.79074638,,,,,,,,,
1752,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.40554832,25.76276952,,,,,,,,,
1753,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.24695017,25.71996903,,,,,,,,,
1754,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.32847788,25.65212628,,,,,,,,,
1755,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.17977037,25.96525482,,,,,,,,,
1756,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.33696123,25.74258689,,,,,,,,,
1757,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.17837452,25.92645176,,,,,,,,,
1758,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.30437202,25.63168605,,,,,,,,,
1759,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.43077538,25.61400547,,,,,,,,,
1760,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.31549917,25.73177884,,,,,,,,,
1761,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.36774089,25.71356562,,,,,,,,,
1762,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.22295047,25.77028987,,,,,,,,,
1763,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.21803273,25.76612076,,,,,,,,,
1764,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.21051764,25.77293613,,,,,,,,,
1765,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.28373914,25.68898916,,,,,,,,,
1766,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.19032704,25.82144952,,,,,,,,,
1767,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.31117248,25.65878623,,,,,,,,,
1768,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.30263908,25.63290086,,,,,,,,,
1769,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.25678248,25.76380092,,,,,,,,,
1770,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.3032286,25.75783973,,,,,,,,,
1771,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.19246205,25.81116219,,,,,,,,,
1772,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.18959069,25.76767192,,,,,,,,,
1773,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.23251433,25.86777334,,,,,,,,,
1774,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.32417624,25.76954573,,,,,,,,,
1775,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.3407846,25.72835466,,,,,,,,,
1776,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.38671454,25.70127226,,,,,,,,,
1777,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.24637718,25.74120923,,,,,,,,,
1778,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.1561084,25.95109219,,,,,,,,,
1779,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.34828047,25.75425234,,,,,,,,,
1780,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.1956231,25.84836314,,,,,,,,,
1781,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.42184114,25.7003513,,,,,,,,,
1782,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.32548559,25.71692442,,,,,,,,,
1783,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.38670779,25.71594635,,,,,,,,,
1784,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.24225221,25.77515156,,,,,,,,,
1785,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.20942708,25.75416563,,,,,,,,,
1786,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.37295554,25.73726374,,,,,,,,,
1787,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.34253242,25.62220233,,,,,,,,,
1788,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.24529548,25.8478639,,,,,,,,,
1789,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.44885968,25.71462658,,,,,,,,,
1790,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.19620547,25.88482736,,,,,,,,,
1791,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.22731795,25.73826933,,,,,,,,,
1792,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.39649627,25.58653201,,,,,,,,,
1793,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.333853,25.64626615,,,,,,,,,
1794,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.25243302,25.71798294,,,,,,,,,
1795,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.19261327,25.85183708,,,,,,,,,
1796,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.23152117,25.78110796,,,,,,,,,
1797,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.33710632,25.74165381,,,,,,,,,
1798,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.4283501,25.63055338,,,,,,,,,
1799,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.33731672,25.68220116,,,,,,,,,
1800,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.34026907,25.73042137,,,,,,,,,
1801,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.21049925,25.93206414,,,,,,,,,
1802,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.36665748,25.72733324,,,,,,,,,
1803,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.40639464,25.66477856,,,,,,,,,
1804,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.37171275,25.56129528,,,,,,,,,
1805,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.39854909,25.73109032,,,,,,,,,
1806,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.19329516,25.86505992,,,,,,,,,
1807,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.32139714,25.60478128,,,,,,,,,
1808,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.1990587,25.94934472,,,,,,,,,
1809,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.41850976,25.71284994,,,,,,,,,
1810,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.23615254,25.89687605,,,,,,,,,
1811,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.15014916,25.96558192,,,,,,,,,
1812,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.28271133,25.65518252,,,,,,,,,
1813,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.28610381,25.71485123,,,,,,,,,
1814,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.17296094,25.88423526,,,,,,,,,
1815,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.2122006,25.74211108,,,,,,,,,
1816,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.22561131,25.7963245,,,,,,,,,
1817,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.17873909,25.92695347,,,,,,,,,
1818,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.30921796,25.6366945,,,,,,,,,
1819,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.36865582,25.74585478,,,,,,,,,
1820,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.281676,25.6942675,,,,,,,,,
1821,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.30404092,25.75818537,,,,,,,,,
1822,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.3759932,25.59369769,,,,,,,,,
1823,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.36866558,25.67916064,,,,,,,,,
1824,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.41052072,25.65579786,,,,,,,,,
1825,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.14203785,25.96477425,,,,,,,,,
1826,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.44644677,25.68294287,,,,,,,,,
1827,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.41541239,25.74232841,,,,,,,,,
1828,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.42249085,25.66240155,,,,,,,,,
1829,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.21657922,25.81543492,,,,,,,,,
1830,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.18487631,25.84546046,,,,,,,,,
1831,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.22177614,25.85151353,,,,,,,,,
1832,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.44770279,25.69743039,,,,,,,,,
1833,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.19655604,25.79619669,,,,,,,,,
1834,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.365325,25.68799443,,,,,,,,,
1835,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.28870112,25.81272626,,,,,,,,,
1836,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.33432931,25.67934419,,,,,,,,,
1837,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.41547644,25.73240881,,,,,,,,,
1838,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.21431894,25.89903772,,,,,,,,,
1839,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.27265486,25.73473533,,,,,,,,,
1840,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.20993955,25.83086915,,,,,,,,,
1841,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.42097629,25.67471106,,,,,,,,,
1842,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.20538995,25.89091006,,,,,,,,,
1843,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.2325086,25.86809536,,,,,,,,,
1844,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.28631119,25.82148575,,,,,,,,,
1845,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.24287685,25.7270191,,,,,,,,,
1846,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.36065143,25.70054917,,,,,,,,,
1847,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.23464071,25.86779913,,,,,,,,,
1848,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.3937911,25.772251,,,,,,,,,
1849,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.33217325,25.66679272,,,,,,,,,
1850,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.36465675,25.82668498,,,,,,,,,
1851,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.21165669,25.77285938,,,,,,,,,
1852,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.291994,25.81119932,,,,,,,,,
1853,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.31269045,25.71118432,,,,,,,,,
1854,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.31290249,25.60573904,,,,,,,,,
1855,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.370631,25.56614856,,,,,,,,,
1856,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.35999585,25.71738676,,,,,,,,,
1857,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.41703746,25.74244947,,,,,,,,,
1858,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.37403159,25.77304391,,,,,,,,,
1859,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.1629077,25.92727717,,,,,,,,,
1860,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.21655216,25.95352327,,,,,,,,,
1861,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.21368275,25.759703,,,,,,,,,
1862,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.17134618,25.87997633,,,,,,,,,
1863,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.20787852,25.82372544,,,,,,,,,
1864,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.15371739,25.94984997,,,,,,,,,
1865,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.28130329,25.70561631,,,,,,,,,
1866,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.33080942,25.7032002,,,,,,,,,
1867,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.35086511,25.67164995,,,,,,,,,
1868,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.39691221,25.7016863,,,,,,,,,
1869,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.46683604,25.67072068,,,,,,,,,
1870,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.20210251,25.89304756,,,,,,,,,
1871,MIAMI,MIAMI-DADE,,,,PRIVATE SCHOOL,,,,,,,-80.24703698,25.75608857,,,,,,,,,
