CITY,COUNTY,LAT,LONG,NAME_OTHER,FACILITY_TYPE,DESCRIPTION,FAC_STATUS,drcm_Longitude,drcm_Latitude,drc_Longitude,drc_Latitude,prisch_Longitude,prisch_Latitude,LONGLAT,pubsch_Longitude,pubsch_Latitude,emf_Longitude,emf_Latitude,eoc_Longitude,eoc_Latitude,ra_Longitude,ra_Latitude
CENTURY,ESCAMBIA,,,,DISASTER RECOVERY CENTER-MOBILE,,,-87.32786535,30.96659567,,,,,,,,,,,,,
CANTONMENT,ESCAMBIA,,,,DISASTER RECOVERY CENTER-MOBILE,,,-87.32515293,30.65606155,,,,,,,,,,,,,
CANTONMENT,ESCAMBIA,,,,DISASTER RECOVERY CENTER-MOBILE,,,-87.32999024,30.60517392,,,,,,,,,,,,,
PALM COAST,FLAGLER,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.23814220,29.55414811,,,,,,,,,,,,,
CARRABELLE,FRANKLIN,,,,DISASTER RECOVERY CENTER-MOBILE,,,-84.66591621,29.85739518,,,,,,,,,,,,,
CARRABELLE,FRANKLIN,,,,DISASTER RECOVERY CENTER-MOBILE,,,-84.59480425,29.88467743,,,,,,,,,,,,,
APALACHICOLA,FRANKLIN,,,,DISASTER RECOVERY CENTER-MOBILE,,,-85.01594695,29.73001894,,,,,,,,,,,,,
TRENTON,GILCHRIST,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.81798798,29.61564675,,,,,,,,,,,,,
TRENTON,GILCHRIST,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.81810926,29.62114033,,,,,,,,,,,,,
TRENTON,GILCHRIST,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.80783691,29.62633468,,,,,,,,,,,,,
BELL,GILCHRIST,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.85536531,29.67797259,,,,,,,,,,,,,
MOORE HAVEN,GLADES,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.12429745,26.84021744,,,,,,,,,,,,,
PORT SAINT JOE,GULF,,,,DISASTER RECOVERY CENTER-MOBILE,,,-85.28904425,29.81542997,,,,,,,,,,,,,
PORT SAINT JOE,GULF,,,,DISASTER RECOVERY CENTER-MOBILE,,,-85.30203054,29.81257143,,,,,,,,,,,,,
WEWAHITCHKA,GULF,,,,DISASTER RECOVERY CENTER-MOBILE,,,-85.19848439,30.11515309,,,,,,,,,,,,,
WEWAHITCHKA,GULF,,,,DISASTER RECOVERY CENTER-MOBILE,,,-85.19912626,30.11289904,,,,,,,,,,,,,
WHITE SPRINGS,HAMILTON,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.74939818,30.32825368,,,,,,,,,,,,,
JENNINGS,HAMILTON,,,,DISASTER RECOVERY CENTER-MOBILE,,,-83.10515389,30.60056858,,,,,,,,,,,,,
ZOLFO SPRINGS,HARDEE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.80090989,27.50142509,,,,,,,,,,,,,
ZOLFO SPRINGS,HARDEE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.79990048,27.50093471,,,,,,,,,,,,,
CLEWISTON,HENDRY,,,,DISASTER RECOVERY CENTER-MOBILE,,,-80.93347338,26.74156800,,,,,,,,,,,,,
LABELLE,HENDRY,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.50948824,26.70953052,,,,,,,,,,,,,
DADE CITY,HERNANDO,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.17918954,28.50735732,,,,,,,,,,,,,
BROOKSVILLE,HERNANDO,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.40737479,28.53703799,,,,,,,,,,,,,
BROOKSVILLE,HERNANDO,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.45760071,28.44235871,,,,,,,,,,,,,
BROOKSVILLE,HERNANDO,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.40037978,28.54982342,,,,,,,,,,,,,
SEBRING,HIGHLANDS,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.42117181,27.44147374,,,,,,,,,,,,,
TAMPA,HILLSBOROUGH,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.50726100,28.09380400,,,,,,,,,,,,,
PLANT CITY,HILLSBOROUGH,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.10203041,28.03065050,,,,,,,,,,,,,
RUSKIN,HILLSBOROUGH,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.39295535,27.71643238,,,,,,,,,,,,,
WESTVILLE,HOLMES,,,,DISASTER RECOVERY CENTER-MOBILE,,,-85.87681756,30.95261882,,,,,,,,,,,,,
VERO BEACH,INDIAN RIVER,,,,DISASTER RECOVERY CENTER-MOBILE,,,-80.45745654,27.63449430,,,,,,,,,,,,,
VERO BEACH,INDIAN RIVER,,,,DISASTER RECOVERY CENTER-MOBILE,,,-80.40457800,27.59135799,,,,,,,,,,,,,
MONTICELLO,JEFFERSON,,,,DISASTER RECOVERY CENTER-MOBILE,,,-83.86169933,30.55765415,,,,,,,,,,,,,
MAYO,LAFAYETTE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-83.16554716,30.05243458,,,,,,,,,,,,,
MAYO,LAFAYETTE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-83.16394540,30.05466296,,,,,,,,,,,,,
MAYO,LAFAYETTE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-83.16478698,30.06298972,,,,,,,,,,,,,
330 3RD ST.,LAKE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.75999866,28.56021358,,,,,,,,,,,,,
LEESBURG,LAKE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.86553836,28.72460786,,,,,,,,,,,,,
TAVARES,LAKE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.73692915,28.80278843,,,,,,,,,,,,,
TAVARES,LAKE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.74820822,28.78888206,,,,,,,,,,,,,
EUSTIS,LAKE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.69894808,28.87733416,,,,,,,,,,,,,
CLERMONT,LAKE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.72421807,28.45558118,,,,,,,,,,,,,
FORT MYERS,LEE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.88779198,26.55598336,,,,,,,,,,,,,
LEHIGH ACRES,LEE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.65217584,26.60799008,,,,,,,,,,,,,
CEDAR KEY,LEVY,,,,DISASTER RECOVERY CENTER-MOBILE,,,-83.03189709,29.13612043,,,,,,,,,,,,,
HOSFORD,LIBERTY,,,,DISASTER RECOVERY CENTER-MOBILE,,,-84.97868919,30.02057425,,,,,,,,,,,,,
HOSFORD,LIBERTY,,,,DISASTER RECOVERY CENTER-MOBILE,,,-84.77721900,30.39552800,,,,,,,,,,,,,
LEE,MADISON,,,,DISASTER RECOVERY CENTER-MOBILE,,,-83.29991707,30.42247169,,,,,,,,,,,,,
GREENVILLE,MADISON,,,,DISASTER RECOVERY CENTER-MOBILE,,,-83.63137664,30.46867625,,,,,,,,,,,,,
BRADENTON,MANATEE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.56736968,27.46756366,,,,,,,,,,,,,
BRADENTON,MANATEE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.61655054,27.47396123,,,,,,,,,,,,,
BRADENTON,MANATEE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.46243191,27.44397915,,,,,,,,,,,,,
BRADENTON,MANATEE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.56535410,27.46432532,,,,,,,,,,,,,
PALMETTO,MANATEE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.54686360,27.52200274,,,,,,,,,,,,,
OCALA,MARION,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.06299064,29.14032988,,,,,,,,,,,,,
OCALA,MARION,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.10273043,29.18236839,,,,,,,,,,,,,
OCALA,MARION,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.13175752,29.20975822,,,,,,,,,,,,,
OCALA,MARION,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.09980250,29.18713142,,,,,,,,,,,,,
OCALA,MARION,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.23163573,29.15278606,,,,,,,,,,,,,
OCALA,MARION,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.22072919,29.17196503,,,,,,,,,,,,,
CITRA,MARION,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.13329873,29.36820977,,,,,,,,,,,,,
DUNNELLON,MARION,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.37020853,29.06160285,,,,,,,,,,,,,
HOBE SOUND,MARTIN,,,,DISASTER RECOVERY CENTER-MOBILE,,,-80.14490090,27.08118290,,,,,,,,,,,,,
JENSEN BEACH,MARTIN,,,,DISASTER RECOVERY CENTER-MOBILE,,,-80.22136100,27.22423500,,,,,,,,,,,,,
STUART,MARTIN,,,,DISASTER RECOVERY CENTER-MOBILE,,,-80.22704694,27.17253112,,,,,,,,,,,,,
STUART,MARTIN,,,,DISASTER RECOVERY CENTER-MOBILE,,,-80.24751716,27.19571129,,,,,,,,,,,,,
INDIANTOWN,MARTIN,,,,DISASTER RECOVERY CENTER-MOBILE,,,-80.46673731,27.02153083,,,,,,,,,,,,,
MIAMI,MIAMI-DADE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-80.22056219,25.77664119,,,,,,,,,,,,,
MIAMI,MIAMI-DADE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-80.36409484,25.57123097,,,,,,,,,,,,,
HOMESTEAD,MIAMI-DADE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-80.44633928,25.47640521,,,,,,,,,,,,,
HIALEAH,MIAMI-DADE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-80.28525082,25.86462361,,,,,,,,,,,,,
MARATHON,MONROE,,,,DISASTER RECOVERY CENTER-MOBILE,,,,,,,,,,,,,,,,,
KEY WEST,MONROE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.80036001,24.55495749,,,,,,,,,,,,,
BIG PINE KEY,MONROE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.34765270,24.67780212,,,,,,,,,,,,,
ISLAMORADA,MONROE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-80.63626191,24.91770924,,,,,,,,,,,,,
YULEE,NASSAU,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.63510616,30.62241858,,,,,,,,,,,,,
YULEE,NASSAU,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.55362332,30.62919446,,,,,,,,,,,,,
FERNANDINA BEACH,NASSAU,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.51871762,30.61927870,,,,,,,,,,,,,
NICEVILLE,OKALOOSA,,,,DISASTER RECOVERY CENTER-MOBILE,,,-86.41853504,30.48980828,,,,,,,,,,,,,
OKEECHOBEE,OKEECHOBEE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-80.78401256,27.24955979,,,,,,,,,,,,,
OKEECHOBEE,OKEECHOBEE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-80.78378200,27.23876100,,,,,,,,,,,,,
ORLANDO,ORANGE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.44325865,28.55848646,,,,,,,,,,,,,
ORLANDO,ORANGE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.49722000,28.53921900,,,,,,,,,,,,,
ORLANDO,ORANGE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.22191000,28.56742000,,,,,,,,,,,,,
ORLANDO,ORANGE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.24438076,28.56611618,,,,,,,,,,,,,
ORLANDO,ORANGE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.41582825,28.50188438,,,,,,,,,,,,,
ORLANDO,ORANGE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.36982764,28.42960579,,,,,,,,,,,,,
ORLANDO,ORANGE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.46501452,28.54220542,,,,,,,,,,,,,
CHRISTMAS,ORANGE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.02180904,28.56177078,,,,,,,,,,,,,
MOUNT DORA,ORANGE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.61949900,28.73786900,,,,,,,,,,,,,
OCOEE,ORANGE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.51749900,28.55509900,,,,,,,,,,,,,
KISSIMMEE,OSCEOLA,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.36786691,28.29719298,,,,,,,,,,,,,
BELLE GLADE,PALM BEACH,,,,DISASTER RECOVERY CENTER-MOBILE,,,-80.66651624,26.72532122,,,,,,,,,,,,,
WEST PALM BEACH,PALM BEACH,,,,DISASTER RECOVERY CENTER-MOBILE,,,-80.07027267,26.72806123,,,,,,,,,,,,,
BOCA RATON,PALM BEACH,,,,DISASTER RECOVERY CENTER-MOBILE,,,-80.12766535,26.34620087,,,,,,,,,,,,,
BOYNTON BEACH,PALM BEACH,,,,DISASTER RECOVERY CENTER-MOBILE,,,-80.06288945,26.52574778,,,,,,,,,,,,,
HUDSON,PASCO,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.62430475,28.39057203,,,,,,,,,,,,,
LAND O LAKES,PASCO,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.46015900,28.23573900,,,,,,,,,,,,,
NEW PORT RICHEY,PASCO,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.66820000,28.22964900,,,,,,,,,,,,,
DADE CITY,PASCO,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.16655900,28.39562000,,,,,,,,,,,,,
ZEPHYRHILLS,PASCO,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.14702900,28.22461900,,,,,,,,,,,,,
TARPON SPRINGS,PINELLAS,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.73897628,28.13348722,,,,,,,,,,,,,
LARGO,PINELLAS,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.80690200,27.89221000,,,,,,,,,,,,,
SAINT PETERSBURG,PINELLAS,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.77180721,27.80344067,,,,,,,,,,,,,
WINTER HAVEN,POLK,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.72936441,28.00365751,,,,,,,,,,,,,
WINTER HAVEN,POLK,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.81038800,28.00000000,,,,,,,,,,,,,
LAKELAND,POLK,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.97796000,28.09122900,,,,,,,,,,,,,
PALATKA,PUTNAM,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.70809190,29.64526778,,,,,,,,,,,,,
PALATKA,PUTNAM,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.68750528,29.66292585,,,,,,,,,,,,,
PALATKA,PUTNAM,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.65895695,29.66546539,,,,,,,,,,,,,
BOSTWICK,PUTNAM,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.63342193,29.77149195,,,,,,,,,,,,,
CRESCENT CITY,PUTNAM,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.53539398,29.46502328,,,,,,,,,,,,,
EAST PALATKA,PUTNAM,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.58887478,29.64186914,,,,,,,,,,,,,
SAINT AUGUSTINE,ST. JOHNS,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.33645944,29.93903141,,,,,,,,,,,,,
SAINT AUGUSTINE,ST. JOHNS,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.35342373,29.88850030,,,,,,,,,,,,,
FORT PIERCE,ST. LUCIE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-80.34483972,27.42638545,,,,,,,,,,,,,
FORT PIERCE,ST. LUCIE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-80.34862969,27.42707210,,,,,,,,,,,,,
PORT SAINT LUCIE,ST. LUCIE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-80.36680100,27.34804200,,,,,,,,,,,,,
PORT SAINT LUCIE,ST. LUCIE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-80.27982600,27.30272700,,,,,,,,,,,,,
SARASOTA,SARASOTA,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.54762724,27.34331891,,,,,,,,,,,,,
SARASOTA,SARASOTA,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.50092759,27.28540656,,,,,,,,,,,,,
SARASOTA,SARASOTA,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.53317216,27.36603863,,,,,,,,,,,,,
VENICE,SARASOTA,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.44696254,27.09515979,,,,,,,,,,,,,
ALTAMONTE SPRINGS,SEMINOLE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.37582610,28.66566239,,,,,,,,,,,,,
OVIEDO,SEMINOLE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.23617408,28.66084941,,,,,,,,,,,,,
CASSELBERRY,SEMINOLE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.33488913,28.66141963,,,,,,,,,,,,,
SANFORD,SEMINOLE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.33639225,28.80573656,,,,,,,,,,,,,
BUSHNELL,SUMTER,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.10494949,28.69130376,,,,,,,,,,,,,
BUSHNELL,SUMTER,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.11304280,28.67625150,,,,,,,,,,,,,
BUSHNELL,SUMTER,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.10535008,28.66826614,,,,,,,,,,,,,
WILDWOOD,SUMTER,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.00264686,28.83189585,,,,,,,,,,,,,
Wildwood,SUMTER,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.98306430,28.82479382,,,,,,,,,,,,,
LIVE OAK,SUWANNEE,,,,DISASTER RECOVERY CENTER-MOBILE,,,-83.00588449,30.29113492,,,,,,,,,,,,,
LAKE BUTLER,UNION,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.34779746,30.01735189,,,,,,,,,,,,,
LAKE BUTLER,UNION,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.33944958,30.02634653,,,,,,,,,,,,,
LAKE BUTLER,UNION,,,,DISASTER RECOVERY CENTER-MOBILE,,,-82.33853753,30.01570708,,,,,,,,,,,,,
DAYTONA BEACH,VOLUSIA,,,,DISASTER RECOVERY CENTER-MOBILE,,,-81.07862669,29.21296012,,,,,,,,,,,,,
CRAWFORDVILLE,WAKULLA,,,,DISASTER RECOVERY CENTER-MOBILE,,,-84.37751246,30.11655744,,,,,,,,,,,,,
DEFUNIAK SPRINGS,WALTON,,,,DISASTER RECOVERY CENTER-MOBILE,,,-86.12458350,30.74342077,,,,,,,,,,,,,
DEFUNIAK SPRINGS,WALTON,,,,DISASTER RECOVERY CENTER-MOBILE,,,-86.26675000,30.98341000,,,,,,,,,,,,,
DEFUNIAK SPRINGS,WALTON,,,,DISASTER RECOVERY CENTER-MOBILE,,,-86.11370857,30.73291094,,,,,,,,,,,,,
SANTA ROSA BEACH,WALTON,,,,DISASTER RECOVERY CENTER-MOBILE,,,-86.23759000,30.36980200,,,,,,,,,,,,,
GAINESVILLE,ALACHUA,,,,DISASTER RECOVERY CENTER,,,,,-82.28027223,29.68244134,,,,,,,,,,,
GAINESVILLE,ALACHUA,,,,DISASTER RECOVERY CENTER,,,,,-82.28827350,29.65153310,,,,,,,,,,,
GAINESVILLE,ALACHUA,,,,DISASTER RECOVERY CENTER,,,,,-82.31096930,29.66781400,,,,,,,,,,,
GAINESVILLE,ALACHUA,,,,DISASTER RECOVERY CENTER,,,,,-82.38790850,29.68195370,,,,,,,,,,,
GAINESVILLE,ALACHUA,,,,DISASTER RECOVERY CENTER,,,,,-82.37134700,29.66151300,,,,,,,,,,,
GAINESVILLE,ALACHUA,,,,DISASTER RECOVERY CENTER,,,,,-82.35290756,29.70979567,,,,,,,,,,,
HIGH SPRINGS,ALACHUA,,,,DISASTER RECOVERY CENTER,,,,,-82.60787460,29.77814550,,,,,,,,,,,
NEWBERRY ,ALACHUA,,,,DISASTER RECOVERY CENTER,,,,,-82.61078510,29.64513260,,,,,,,,,,,
WALDO,ALACHUA,,,,DISASTER RECOVERY CENTER,,,,,-82.17123630,29.79041410,,,,,,,,,,,
HAWTHORNE,ALACHUA,,,,DISASTER RECOVERY CENTER,,,,,-82.08682610,29.59275220,,,,,,,,,,,
ARCHER,ALACHUA,,,,DISASTER RECOVERY CENTER,,,,,-82.51969660,29.53206440,,,,,,,,,,,
GLEN SAINT MARY,BAKER,,,,DISASTER RECOVERY CENTER,,,,,-82.15459886,30.28217508,,,,,,,,,,,
GLEN SAINT MARY,BAKER,,,,DISASTER RECOVERY CENTER,,,,,-82.27698551,30.24737573,,,,,,,,,,,
MACCLENNY,BAKER,,,,DISASTER RECOVERY CENTER,,,,,-82.12681993,30.28658992,,,,,,,,,,,
MACCLENNY,BAKER,,,,DISASTER RECOVERY CENTER,,,,,-82.13265735,30.30543471,,,,,,,,,,,
MACCLENNY,BAKER,,,,DISASTER RECOVERY CENTER,,,,,-82.13784900,30.28030300,,,,,,,,,,,
PANAMA CITY,BAY,,,,DISASTER RECOVERY CENTER,,,,,-85.74907986,30.15374025,,,,,,,,,,,
PANAMA CITY,BAY,,,,DISASTER RECOVERY CENTER,,,,,-85.68439657,30.38657328,,,,,,,,,,,
STARKE,BRADFORD,,,,DISASTER RECOVERY CENTER,,,,,-82.10610430,29.96400788,,,,,,,,,,,
BROOKER,BRADFORD,,,,DISASTER RECOVERY CENTER,,,,,-82.33547402,29.89024714,,,,,,,,,,,
LAWTEY,BRADFORD,,,,DISASTER RECOVERY CENTER,,,,,-82.07339634,30.04531418,,,,,,,,,,,
MELBOURNE,BREVARD,,,,DISASTER RECOVERY CENTER,,,,,-80.62783086,28.13234216,,,,,,,,,,,
MELBOURNE,BREVARD,,,,DISASTER RECOVERY CENTER,,,,,-80.60822600,28.06968600,,,,,,,,,,,
MELBOURNE,BREVARD,,,,DISASTER RECOVERY CENTER,,,,,-80.70294268,28.11035043,,,,,,,,,,,
ROCKLEDGE,BREVARD,,,,DISASTER RECOVERY CENTER,,,,,-80.72647430,28.34433006,,,,,,,,,,,
COCOA,BREVARD,,,,DISASTER RECOVERY CENTER,,,,,-80.78142340,28.35949190,,,,,,,,,,,
COCOA,BREVARD,,,,DISASTER RECOVERY CENTER,,,,,-80.78127400,28.35949162,,,,,,,,,,,
TITUSVILLE,BREVARD,,,,DISASTER RECOVERY CENTER,,,,,-80.81398484,28.60697048,,,,,,,,,,,
TITUSVILLE,BREVARD,,,,DISASTER RECOVERY CENTER,,,,,-80.82222497,28.60570654,,,,,,,,,,,
TITUSVILLE,BREVARD,,,,DISASTER RECOVERY CENTER,,,,,-80.82341100,28.61225400,,,,,,,,,,,
SEBASTIAN,BREVARD,,,,DISASTER RECOVERY CENTER,,,,,-80.52354833,27.88613480,,,,,,,,,,,
SEBASTIAN,BREVARD,,,,DISASTER RECOVERY CENTER,,,,,-80.50109978,27.85933301,,,,,,,,,,,
INDIAN HARBOUR BEACH,BREVARD,,,,DISASTER RECOVERY CENTER,,,,,-80.59567050,28.14404330,,,,,,,,,,,
MIMS,BREVARD,,,,DISASTER RECOVERY CENTER,,,,,-80.84025930,28.66026440,,,,,,,,,,,
PALM BAY,BREVARD,,,,DISASTER RECOVERY CENTER,,,,,-80.65957139,28.03027365,,,,,,,,,,,
NE PALM BAY,BREVARD,,,,DISASTER RECOVERY CENTER,,,,,-80.60527820,28.01796100,,,,,,,,,,,
FORT LAUDERDALE,BROWARD,,,,DISASTER RECOVERY CENTER,,,,,-80.25014033,26.07778094,,,,,,,,,,,
FORT LAUDERDALE,BROWARD,,,,DISASTER RECOVERY CENTER,,,,,-80.24408648,26.07795742,,,,,,,,,,,
FORT LAUDERDALE,BROWARD,,,,DISASTER RECOVERY CENTER,,,,,-80.14580200,26.12013500,,,,,,,,,,,
HOLLYWOOD,BROWARD,,,,DISASTER RECOVERY CENTER,,,,,-80.14794932,26.01306273,,,,,,,,,,,
HOLLYWOOD,BROWARD,,,,DISASTER RECOVERY CENTER,,,,,-80.19075000,25.99489100,,,,,,,,,,,
PEMBROKE PINES,BROWARD,,,,DISASTER RECOVERY CENTER,,,,,-80.23601140,26.00684520,,,,,,,,,,,
HILLSBOROUGH,BROWARD,,,,DISASTER RECOVERY CENTER,,,,,-80.09246530,26.31875210,,,,,,,,,,,
FT LAUDERDALE ,BROWARD,,,,DISASTER RECOVERY CENTER,,,,,-80.18598680,26.13478960,,,,,,,,,,,
CORAL SPRINGS,BROWARD,,,,DISASTER RECOVERY CENTER,,,,,-80.26086030,26.26769770,,,,,,,,,,,
ALTHA,CALHOUN,,,,DISASTER RECOVERY CENTER,,,,,-85.13079139,30.57216440,,,,,,,,,,,
BLOUNTSTOWN,CALHOUN,,,,DISASTER RECOVERY CENTER,,,,,-85.04311412,30.45749179,,,,,,,,,,,
ENGLEWOOD,CHARLOTTE,,,,DISASTER RECOVERY CENTER,,,,,-82.29317250,26.93521771,,,,,,,,,,,
PORT CHARLOTTE,CHARLOTTE,,,,DISASTER RECOVERY CENTER,,,,,-82.09906325,26.99292471,,,,,,,,,,,
PUNTA GORDA,CHARLOTTE,,,,DISASTER RECOVERY CENTER,,,,,-82.03687254,26.93307534,,,,,,,,,,,
INVERNESS,CITRUS,,,,DISASTER RECOVERY CENTER,,,,,-82.31400485,28.80790716,,,,,,,,,,,
DUNNELLON,CITRUS,,,,DISASTER RECOVERY CENTER,,,,,-82.46026604,28.97095655,,,,,,,,,,,
CRYSTAL RIVER,CITRUS,,,,DISASTER RECOVERY CENTER,,,,,-82.60472364,28.91094112,,,,,,,,,,,
CRYSTAL RIVER,CITRUS,,,,DISASTER RECOVERY CENTER,,,,,-82.53970669,28.88382807,,,,,,,,,,,
KEYSTONE HEIGHTS,CLAY,,,,DISASTER RECOVERY CENTER,,,,,-82.02996959,29.78150896,,,,,,,,,,,
KEYSTONE HEIGHTS,CLAY,,,,DISASTER RECOVERY CENTER,,,,,-82.02874410,29.78600093,,,,,,,,,,,
GREEN COVE SPRINGS,CLAY,,,,DISASTER RECOVERY CENTER,,,,,-81.67940567,29.99141142,,,,,,,,,,,
GREEN COVE SPRINGS,CLAY,,,,DISASTER RECOVERY CENTER,,,,,-81.68164921,29.99319461,,,,,,,,,,,
ORANGE PARK,CLAY,,,,DISASTER RECOVERY CENTER,,,,,-81.70690807,30.16443577,,,,,,,,,,,
ORANGE PARK,CLAY,,,,DISASTER RECOVERY CENTER,,,,,-81.70360983,30.16386139,,,,,,,,,,,
ORANGE PARK,CLAY,,,,DISASTER RECOVERY CENTER,,,,,-81.71056493,30.09272928,,,,,,,,,,,
MIDDLEBURG,CLAY,,,,DISASTER RECOVERY CENTER,,,,,-81.86242051,30.07100294,,,,,,,,,,,
MIDDLEBURG,CLAY,,,,DISASTER RECOVERY CENTER,,,,,-81.88125983,30.06250819,,,,,,,,,,,
MIDDLEBURG,CLAY,,,,DISASTER RECOVERY CENTER,,,,,-81.86302196,30.07091227,,,,,,,,,,,
IMMOKALEE,COLLIER,,,,DISASTER RECOVERY CENTER,,,,,-81.42065711,26.40688343,,,,,,,,,,,
