CITY,COUNTY,FACILITY_TYPE,TTL_BEDS,hos_Longitude,hos_Latitude,hf_Longitude,hf_Latitude
FORT LAUDERDALE,BROWARD,ADULT FAMILY CARE HOME,25.0,,,-80.17211105,26.15157989
PEMBROKE PINES,BROWARD,ADULT FAMILY CARE HOME,60.0,,,-80.24902433,26.01932026
DEERFIELD BEACH,BROWARD,ADULT FAMILY CARE HOME,85.0,,,-80.10555472,26.32128895
FORT LAUDERDALE,BROWARD,ADULT FAMILY CARE HOME,32.0,,,-80.15242177,26.10303852
MARGATE,BROWARD,ADULT FAMILY CARE HOME,,,,-80.20098542,26.26189073
WILTON MANORS,BROWARD,ADULT FAMILY CARE HOME,70.0,,,-80.12747456,26.16005006
SUNRISE,BROWARD,ADULT FAMILY CARE HOME,100.0,,,-80.28271797,26.18677226
WILTON MANORS,BROWARD,SKILLED NURSING FACILITY,206.0,,,-80.12446258,26.16047208
FORT LAUDERDALE,BROWARD,SKILLED NURSING FACILITY,59.0,,,-80.13444190,26.10173668
PEMBROKE PINES,BROWARD,SKILLED NURSING FACILITY,120.0,,,-80.26222407,26.00414888
PEMBROKE PINES,BROWARD,SKILLED NURSING FACILITY,120.0,,,-80.25402355,26.00424413
DEERFIELD BEACH,BROWARD,SKILLED NURSING FACILITY,65.0,,,-80.14458265,26.32105285
COCONUT CREEK,BROWARD,SKILLED NURSING FACILITY,120.0,,,-80.18014990,26.27476047
SUNRISE,BROWARD,SKILLED NURSING FACILITY,110.0,,,-80.26615605,26.17760521
TAMARAC,BROWARD,SKILLED NURSING FACILITY,151.0,,,-80.25708426,26.19708162
SUNRISE,BROWARD,SKILLED NURSING FACILITY,120.0,,,-80.28099233,26.17036054
POMPANO BEACH,BROWARD,SKILLED NURSING FACILITY,83.0,,,-80.09954269,26.23393735
POMPANO BEACH,BROWARD,SKILLED NURSING FACILITY,36.0,,,-80.10436932,26.22984729
POMPANO BEACH,BROWARD,SKILLED NURSING FACILITY,177.0,,,-80.13482167,26.22318740
MARGATE,BROWARD,SKILLED NURSING FACILITY,170.0,,,-80.20440921,26.26276464
PLANTATION,BROWARD,SKILLED NURSING FACILITY,120.0,,,-80.25102114,26.12124494
PLANTATION,BROWARD,SKILLED NURSING FACILITY,120.0,,,-80.24354729,26.14948056
POMPANO BEACH,BROWARD,SKILLED NURSING FACILITY,194.0,,,-80.11802103,26.27553473
SUNRISE,BROWARD,SKILLED NURSING FACILITY,324.0,,,-80.28321548,26.18454626
POMPANO BEACH,BROWARD,TRANSITIONAL LIVING FACILITY,5.0,,,-80.11178300,26.23734000
POMPANO BEACH,BROWARD,SKILLED NURSING FACILITY,60.0,,,-80.16003431,26.22824897
FORT LAUDERDALE,BROWARD,SKILLED NURSING FACILITY,116.0,,,-80.11736274,26.18956186
FORT LAUDERDALE,BROWARD,SKILLED NURSING FACILITY,198.0,,,-80.14240329,26.10506766
TAMARAC,BROWARD,SKILLED NURSING FACILITY,120.0,,,-80.27433553,26.21992995
DANIA BEACH,BROWARD,SKILLED NURSING FACILITY,88.0,,,-80.14988478,26.04328736
LAUDERHILL,BROWARD,SKILLED NURSING FACILITY,109.0,,,-80.22359725,26.15951077
CORAL SPRINGS,BROWARD,SKILLED NURSING FACILITY,35.0,,,-80.24040928,26.25822773
POMPANO BEACH,BROWARD,SKILLED NURSING FACILITY,127.0,,,-80.12391341,26.27628436
HOLLYWOOD,BROWARD,SKILLED NURSING FACILITY,67.0,,,-80.14192010,26.01646642
HOLLYWOOD,BROWARD,SKILLED NURSING FACILITY,240.0,,,-80.18608838,26.00255364
LAUDERHILL,BROWARD,SKILLED NURSING FACILITY,120.0,,,-80.22090891,26.17786763
LAUDERDALE LAKES,BROWARD,SKILLED NURSING FACILITY,160.0,,,-80.19337329,26.16458971
LAUDERDALE LAKES,BROWARD,SKILLED NURSING FACILITY,120.0,,,-80.21199300,26.16776262
WILTON MANORS,BROWARD,SKILLED NURSING FACILITY,118.0,,,-80.14703192,26.16046127
BLOUNTSTOWN,CALHOUN,SKILLED NURSING FACILITY,150.0,,,-85.05113300,30.45869200
BLOUNTSTOWN,CALHOUN,SKILLED NURSING FACILITY,96.0,,,-85.05726600,30.44135000
BLOUNTSTOWN,CALHOUN,RURAL HEALTH CLINIC,0.0,,,-85.04879400,30.45912400
BLOUNTSTOWN,CALHOUN,RURAL HEALTH CLINIC,0.0,,,-85.04919200,30.45768800
BLOUNTSTOWN,CALHOUN,RURAL HEALTH CLINIC,0.0,,,-85.05000100,30.45813800
PUNTA GORDA,CHARLOTTE,RESIDENTIAL TREATMENT FACILITY,0.0,,,-82.03283876,26.92379458
PORT CHARLOTTE,CHARLOTTE,HOSPICE,12.0,,,-82.11589908,27.01327674
PORT CHARLOTTE,CHARLOTTE,HOSPICE,7.0,,,-82.25529952,26.93324025
PORT CHARLOTTE,CHARLOTTE,AMBULATORY SURGICAL CENTER,0.0,,,-82.09830791,26.98736008
PORT CHARLOTTE,CHARLOTTE,AMBULATORY SURGICAL CENTER,0.0,,,-82.05826882,26.99334744
PORT CHARLOTTE,CHARLOTTE,AMBULATORY SURGICAL CENTER,0.0,,,-82.10063461,26.98404156
PORT CHARLOTTE,CHARLOTTE,AMBULATORY SURGICAL CENTER,0.0,,,-82.09951170,26.98794260
PORT CHARLOTTE,CHARLOTTE,AMBULATORY SURGICAL CENTER,0.0,,,-82.14414501,27.00664626
PORT CHARLOTTE,CHARLOTTE,END-STAGE RENAL DISEASE,0.0,,,-82.06928197,26.96257659
PORT CHARLOTTE,CHARLOTTE,END-STAGE RENAL DISEASE,0.0,,,-82.09903945,26.98293359
PUNTA GORDA,CHARLOTTE,END-STAGE RENAL DISEASE,0.0,,,-82.04675258,26.93547052
PUNTA GORDA,CHARLOTTE,CRISIS STABILIZATION UNIT,19.0,,,-82.03094392,26.92340593
PORT CHARLOTTE,CHARLOTTE,ASSISTED LIVING FACILITY,6.0,,,-82.09785968,27.01154926
PUNTA GORDA,CHARLOTTE,ASSISTED LIVING FACILITY,0.0,,,-82.03914787,27.00712655
PORT CHARLOTTE,CHARLOTTE,ASSISTED LIVING FACILITY,0.0,,,-82.06048896,27.01849966
PORT CHARLOTTE,CHARLOTTE,ASSISTED LIVING FACILITY,0.0,,,-82.10843185,26.99979333
PORT CHARLOTTE,CHARLOTTE,ASSISTED LIVING FACILITY,0.0,,,-82.08695886,27.01728020
PUNTA GORDA,CHARLOTTE,ASSISTED LIVING FACILITY,6.0,,,-82.01661648,27.01426192
ROTONDA WEST,CHARLOTTE,ASSISTED LIVING FACILITY,60.0,,,-82.30239507,26.88886599
PUNTA GORDA,CHARLOTTE,AMBULATORY SURGICAL CENTER,0.0,,,-82.04242188,26.93920660
PORT CHARLOTTE,CHARLOTTE,ASSISTED LIVING FACILITY,114.0,,,-82.14377420,27.00442912
PORT CHARLOTTE,CHARLOTTE,ASSISTED LIVING FACILITY,110.0,,,-82.11550016,27.02420498
PUNTA GORDA,CHARLOTTE,ASSISTED LIVING FACILITY,56.0,,,-82.05068110,26.91887733
PUNTA GORDA,CHARLOTTE,ASSISTED LIVING FACILITY,32.0,,,-82.00850721,27.01685668
PUNTA GORDA,CHARLOTTE,ASSISTED LIVING FACILITY,16.0,,,-82.01536263,27.01058835
PORT CHARLOTTE,CHARLOTTE,ASSISTED LIVING FACILITY,135.0,,,-82.07232074,26.97108835
PORT CHARLOTTE,CHARLOTTE,ASSISTED LIVING FACILITY,125.0,,,-82.09683071,26.98603099
PORT CHARLOTTE,CHARLOTTE,ASSISTED LIVING FACILITY,25.0,,,-82.04492297,26.97232019
PUNTA GORDA,CHARLOTTE,ASSISTED LIVING FACILITY,50.0,,,-82.04149157,27.01683204
PUNTA GORDA,CHARLOTTE,ASSISTED LIVING FACILITY,50.0,,,-82.01105738,27.00106459
PORT CHARLOTTE,CHARLOTTE,ASSISTED LIVING FACILITY,60.0,,,-82.14255352,27.00421747
PORT CHARLOTTE,CHARLOTTE,ASSISTED LIVING FACILITY,98.0,,,-82.07891582,26.96588712
PUNTA GORDA,CHARLOTTE,ASSISTED LIVING FACILITY,60.0,,,-82.07033431,26.92326919
PORT CHARLOTTE,CHARLOTTE,ASSISTED LIVING FACILITY,16.0,,,-82.04836665,26.96890137
PORT CHARLOTTE,CHARLOTTE,SKILLED NURSING FACILITY,120.0,,,-82.03060831,26.99997871
PORT CHARLOTTE,CHARLOTTE,SKILLED NURSING FACILITY,120.0,,,-82.09820814,27.02700007
PORT CHARLOTTE,CHARLOTTE,SKILLED NURSING FACILITY,120.0,,,-82.14114076,27.00442494
PORT CHARLOTTE,CHARLOTTE,SKILLED NURSING FACILITY,120.0,,,-82.07232074,26.97108835
PORT CHARLOTTE,CHARLOTTE,SKILLED NURSING FACILITY,104.0,,,-82.09557381,26.99297763
PORT CHARLOTTE,CHARLOTTE,SKILLED NURSING FACILITY,180.0,,,-82.06598978,26.97115041
PUNTA GORDA,CHARLOTTE,SKILLED NURSING FACILITY,180.0,,,-82.05583931,26.92686261
PUNTA GORDA,CHARLOTTE,ADULT FAMILY CARE HOME,5.0,,,-82.03301980,27.03140366
PUNTA GORDA,CHARLOTTE,ADULT FAMILY CARE HOME,5.0,,,-81.99718903,27.02251860
PUNTA GORDA,CHARLOTTE,ADULT FAMILY CARE HOME,2.0,,,-82.02548484,26.98922424
PUNTA GORDA,CHARLOTTE,ADULT FAMILY CARE HOME,2.0,,,-82.00240801,26.98370947
PORT CHARLOTTE,CHARLOTTE,ADULT FAMILY CARE HOME,5.0,,,-82.10843185,26.99979333
PORT CHARLOTTE,CHARLOTTE,ADULT FAMILY CARE HOME,5.0,,,-82.13418593,26.99931916
PORT CHARLOTTE,CHARLOTTE,ADULT FAMILY CARE HOME,5.0,,,-82.09298397,27.02399046
PORT CHARLOTTE,CHARLOTTE,ADULT FAMILY CARE HOME,5.0,,,-82.08049171,27.01620291
PORT CHARLOTTE,CHARLOTTE,ADULT FAMILY CARE HOME,5.0,,,-82.09859498,27.02475932
PORT CHARLOTTE,CHARLOTTE,ADULT FAMILY CARE HOME,5.0,,,-82.10771265,27.00923496
PORT CHARLOTTE,CHARLOTTE,ADULT FAMILY CARE HOME,5.0,,,-82.06792772,27.02791155
PORT CHARLOTTE,CHARLOTTE,ADULT FAMILY CARE HOME,5.0,,,-82.06046829,27.03064484
PORT CHARLOTTE,CHARLOTTE,ADULT FAMILY CARE HOME,0.0,,,-82.06505133,26.99152797
PORT CHARLOTTE,CHARLOTTE,ADULT FAMILY CARE HOME,0.0,,,-82.08597404,26.99071836
PORT CHARLOTTE,CHARLOTTE,ADULT FAMILY CARE HOME,0.0,,,-82.22336779,26.93742202
PORT CHARLOTTE,CHARLOTTE,ADULT FAMILY CARE HOME,0.0,,,-82.07253122,27.00988925
PORT CHARLOTTE,CHARLOTTE,ADULT FAMILY CARE HOME,0.0,,,-82.06901150,26.99414203
PORT CHARLOTTE,CHARLOTTE,ADULT FAMILY CARE HOME,4.0,,,-82.16187383,26.97381512
PORT CHARLOTTE,CHARLOTTE,ADULT FAMILY CARE HOME,4.0,,,-82.15730913,26.98653607
PORT CHARLOTTE,CHARLOTTE,ADULT FAMILY CARE HOME,4.0,,,-82.05788215,27.00983274
PORT CHARLOTTE,CHARLOTTE,ADULT FAMILY CARE HOME,4.0,,,-82.07347729,26.97997941
PORT CHARLOTTE,CHARLOTTE,ADULT FAMILY CARE HOME,4.0,,,-82.06939974,26.98088473
PORT CHARLOTTE,CHARLOTTE,ADULT FAMILY CARE HOME,4.0,,,-82.06466407,27.02429238
PORT CHARLOTTE,CHARLOTTE,ADULT FAMILY CARE HOME,4.0,,,-82.08745373,26.98649591
PORT CHARLOTTE,CHARLOTTE,ADULT FAMILY CARE HOME,2.0,,,-82.06892674,26.98576045
PORT CHARLOTTE,CHARLOTTE,ADULT FAMILY CARE HOME,3.0,,,-82.23091355,26.93580691
ENGLEWOOD,CHARLOTTE,SKILLED NURSING FACILITY,120.0,,,-82.32459159,26.94151622
PORT CHARLOTTE,CHARLOTTE,SKILLED NURSING FACILITY,164.0,,,-82.07867304,26.97043265
PUNTA GORDA,CHARLOTTE,ADULT FAMILY CARE HOME,0.0,,,-82.03802291,27.00648547
PUNTA GORDA,CHARLOTTE,PUBLIC HEALTH OFFICE,,,,,
ENGLEWOOD,CHARLOTTE,PUBLIC HEALTH OFFICE,,,,,
PORT CHARLOTTE,CHARLOTTE,PUBLIC HEALTH OFFICE,0.0,,,-82.05624366,27.01225264
LECANTO,CITRUS,ADULT FAMILY CARE HOME,5.0,,,-82.44463100,28.85596800
HOMOSASSA,CITRUS,ADULT FAMILY CARE HOME,5.0,,,-82.53076300,28.78475100
LECANTO,CITRUS,SKILLED NURSING FACILITY,120.0,,,-82.46690500,28.90217100
LECANTO,CITRUS,SKILLED NURSING FACILITY,120.0,,,-82.48981300,28.87188800
LECANTO,CITRUS,SKILLED NURSING FACILITY,120.0,,,-82.47907300,28.90477500
HERNANDO,CITRUS,SKILLED NURSING FACILITY,120.0,,,-82.43725200,28.89993300
INVERNESS,CITRUS,SKILLED NURSING FACILITY,116.0,,,-82.33689200,28.84641200
INVERNESS,CITRUS,SKILLED NURSING FACILITY,111.0,,,-82.33867100,28.83129300
CRYSTAL RIVER,CITRUS,SKILLED NURSING FACILITY,150.0,,,-82.57198300,28.89616100
INVERNESS,CITRUS,SKILLED NURSING FACILITY,104.0,,,-82.33528200,28.83155100
CRYSTAL RIVER,CITRUS,SKILLED NURSING FACILITY,120.0,,,-82.57964367,28.89037147
CRYSTAL RIVER,CITRUS,ASSISTED LIVING FACILITY,24.0,,,-82.58744300,28.89718400
CITRUS SPRINGS,CITRUS,ASSISTED LIVING FACILITY,3.0,,,-82.45613100,29.02743000
LECANTO,CITRUS,ASSISTED LIVING FACILITY,10.0,,,-82.52494100,28.88225400
LECANTO,CITRUS,ASSISTED LIVING FACILITY,10.0,,,-82.52386600,28.88083100
HOMOSASSA,CITRUS,ASSISTED LIVING FACILITY,60.0,,,-82.55268000,28.73182100
CRYSTAL RIVER,CITRUS,ASSISTED LIVING FACILITY,72.0,,,-82.59624700,28.89983800
CITRUS SPRINGS,CITRUS,ASSISTED LIVING FACILITY,5.0,,,-82.45613100,29.02743000
LECANTO,CITRUS,ASSISTED LIVING FACILITY,80.0,,,-82.51478100,28.87064100
CRYSTAL RIVER,CITRUS,ASSISTED LIVING FACILITY,12.0,,,-82.57861000,28.89589000
HOMOSASSA,CITRUS,ASSISTED LIVING FACILITY,104.0,,,-82.57788700,28.79616700
LECANTO,CITRUS,ASSISTED LIVING FACILITY,165.0,,,-82.46611200,28.90408300
LECANTO,CITRUS,ASSISTED LIVING FACILITY,5.0,,,-82.52511000,28.88209200
LECANTO,CITRUS,ASSISTED LIVING FACILITY,85.0,,,-82.48804800,28.86667000
LECANTO,CITRUS,ASSISTED LIVING FACILITY,100.0,,,-82.47263200,28.89258800
INVERNESS,CITRUS,ASSISTED LIVING FACILITY,48.0,,,-82.33867200,28.83134800
INVERNESS,CITRUS,ASSISTED LIVING FACILITY,24.0,,,-82.35297000,28.77935100
LECANTO,CITRUS,AMBULATORY SURGICAL CENTER,0.0,,,-82.48813700,28.86520900
LECANTO,CITRUS,AMBULATORY SURGICAL CENTER,0.0,,,-82.48541800,28.85194600
INVERNESS,CITRUS,ASSISTED LIVING FACILITY,68.0,,,-82.35285300,28.84121100
CRYSTAL RIVER,CITRUS,ASSISTED LIVING FACILITY,70.0,,,-82.61623200,28.95551700
LECANTO,CITRUS,ASSISTED LIVING FACILITY,9.0,,,-82.52319500,28.88085100
CITRUS SPRINGS,CITRUS,ASSISTED LIVING FACILITY,14.0,,,-82.45613100,29.02743000
INVERNESS,CITRUS,ASSISTED LIVING FACILITY,40.0,,,-82.33277300,28.83664000
INVERNESS,CITRUS,ASSISTED LIVING FACILITY,6.0,,,-82.31292500,28.82509400
INVERNESS,CITRUS,END-STAGE RENAL DISEASE,0.0,,,-82.34449100,28.84218400
INVERNESS,CITRUS,AMBULATORY SURGICAL CENTER,0.0,,,-82.37321400,28.84930800
CRYSTAL RIVER,CITRUS,AMBULATORY SURGICAL CENTER,0.0,,,-82.54114900,28.88187200
LECANTO,CITRUS,HOSPICE,8.0,,,-82.48270000,28.85222000
LECANTO,CITRUS,HOSPICE,16.0,,,-82.49156318,28.86508098
LECANTO,CITRUS,HOSPICE,10.0,,,-82.47301291,28.89287843
CRYSTAL RIVER,CITRUS,END-STAGE RENAL DISEASE,0.0,,,-82.55811400,28.89558700
BEVERLY HILLS,CITRUS,RURAL HEALTH CLINIC,0.0,,,-82.47403100,28.91325800
BEVERLY HILLS,CITRUS,RURAL HEALTH CLINIC,0.0,,,-82.43976609,28.95519661
BEVERLY HILLS,CITRUS,RURAL HEALTH CLINIC,0.0,,,-82.46833000,28.91917200
BEVERLY HILLS,CITRUS,RURAL HEALTH CLINIC,0.0,,,-82.46904100,28.91838100
CITRUS SPRINGS,CITRUS,RURAL HEALTH CLINIC,0.0,,,-82.45613100,29.02743000
CRYSTAL RIVER,CITRUS,RURAL HEALTH CLINIC,0.0,,,-82.53649800,28.87977500
CRYSTAL RIVER,CITRUS,RURAL HEALTH CLINIC,0.0,,,-82.56194400,28.89665700
CRYSTAL RIVER,CITRUS,RURAL HEALTH CLINIC,0.0,,,-82.59013400,28.89972300
CRYSTAL RIVER,CITRUS,RURAL HEALTH CLINIC,0.0,,,-82.59309100,28.90015300
LECANTO,CITRUS,RURAL HEALTH CLINIC,0.0,,,-82.46855100,28.89228300
HERNANDO,CITRUS,RURAL HEALTH CLINIC,0.0,,,-82.37552800,28.90165900
INVERNESS,CITRUS,RURAL HEALTH CLINIC,0.0,,,-82.37265600,28.84810500
INVERNESS,CITRUS,RURAL HEALTH CLINIC,0.0,,,-82.37905100,28.85054100
INVERNESS,CITRUS,RURAL HEALTH CLINIC,0.0,,,-82.33666800,28.83145900
INVERNESS,CITRUS,RURAL HEALTH CLINIC,0.0,,,-82.36124200,28.84240000
HOMOSASSA,CITRUS,RURAL HEALTH CLINIC,0.0,,,-82.55188610,28.74649046
ORANGE PARK ,CLAY,RURAL HEALTH CLINIC,0.0,,,-81.72829344,30.16410251
ORANGE PARK,CLAY,RURAL HEALTH CLINIC,0.0,,,-81.73912933,30.16637261
ORANGE PARK,CLAY,RURAL HEALTH CLINIC,0.0,,,-81.72942398,30.16453273
ORANGE PARK,CLAY,RURAL HEALTH CLINIC,0.0,,,-81.76915236,30.14152371
ORANGE PARK,CLAY,RURAL HEALTH CLINIC,0.0,,,-81.71356252,30.16460051
ORANGE PARK,CLAY,RURAL HEALTH CLINIC,0.0,,,-81.74182229,30.16424808
ORANGE PARK,CLAY,RURAL HEALTH CLINIC,0.0,,,-81.74056895,30.16583529
ORANGE PARK,CLAY,RURAL HEALTH CLINIC,0.0,,,-81.70179936,30.16402995
ORANGE PARK,CLAY,RURAL HEALTH CLINIC,0.0,,,-81.72755207,30.16394974
ORANGE PARK,CLAY,RURAL HEALTH CLINIC,0.0,,,-81.73653619,30.16714228
ORANGE PARK,CLAY,RURAL HEALTH CLINIC,0.0,,,-81.70879457,30.16593675
GREEN COVE SPRINGS,CLAY,RURAL HEALTH CLINIC,,,,,
FLEMING ISLAND,CLAY,RURAL HEALTH CLINIC,0.0,,,-81.70418952,30.10016616
PENNEY FARMS,CLAY,RURAL HEALTH CLINIC,0.0,,,-81.81004323,29.97699833
MIDDLEBURG,CLAY,END-STAGE RENAL DISEASE,0.0,,,-81.86330786,30.07222352
ORANGE PARK,CLAY,HOSPICE,18.0,,,-81.76157723,30.14479283
ORANGE PARK,CLAY,INTERMEDIATE CARE FACILITY,,,,,
GREEN COVE SPRINGS,CLAY,INTERMEDIATE CARE FACILITY,0.0,,,-81.81141328,29.97727941
FLEMING ISLAND,CLAY,INTERMEDIATE CARE FACILITY,,,,,
ORANGE PARK,CLAY,AMBULATORY SURGICAL CENTER,0.0,,,-81.74057797,30.16687134
ORANGE PARK,CLAY,AMBULATORY SURGICAL CENTER,0.0,,,-81.75056942,30.16244520
ORANGE PARK,CLAY,AMBULATORY SURGICAL CENTER,0.0,,,-81.72906453,30.16445707
ORANGE PARK,CLAY,END-STAGE RENAL DISEASE,0.0,,,-81.74155981,30.16749867
ORANGE PARK,CLAY,END-STAGE RENAL DISEASE,0.0,,,-81.75056942,30.16244520
ORANGE PARK,CLAY,END-STAGE RENAL DISEASE,0.0,,,-81.73922357,30.16405497
MIDDLEBURG,CLAY,ASSISTED LIVING FACILITY,8.0,,,-81.87831965,30.03071392
FLEMING ISLAND,CLAY,AMBULATORY SURGICAL CENTER,0.0,,,-81.70320998,30.10027633
ORANGE PARK,CLAY,ASSISTED LIVING FACILITY,5.0,,,-81.78697875,30.11526241
ORANGE PARK,CLAY,ASSISTED LIVING FACILITY,,,,,
ORANGE PARK,CLAY,ASSISTED LIVING FACILITY,102.0,,,-81.72064074,30.16420287
ORANGE PARK,CLAY,ASSISTED LIVING FACILITY,0.0,,,-81.77230110,30.14403849
ORANGE PARK,CLAY,ASSISTED LIVING FACILITY,0.0,,,-81.76637439,30.15008750
FLEMING ISLAND,CLAY,ASSISTED LIVING FACILITY,,,,,
ORANGE PARK,CLAY,ASSISTED LIVING FACILITY,8.0,,,-81.74089837,30.15329953
ORANGE PARK,CLAY,ASSISTED LIVING FACILITY,127.0,,,-81.70164699,30.13263081
MIDDLEBURG,CLAY,ASSISTED LIVING FACILITY,25.0,,,-81.79427026,30.10438721
KEYSTONE HEIGHTS,CLAY,ASSISTED LIVING FACILITY,40.0,,,-82.03863971,29.79264000
ORANGE PARK,CLAY,ASSISTED LIVING FACILITY,6.0,,,-81.79036639,30.11906365
ORANGE PARK,CLAY,ASSISTED LIVING FACILITY,6.0,,,-81.71803062,30.17845491
ORANGE PARK,CLAY,SKILLED NURSING FACILITY,180.0,,,-81.74113253,30.16522875
FLEMING ISLAND,CLAY,SKILLED NURSING FACILITY,0.0,,,-81.70897840,30.06743185
GREEN COVE SPRINGS,CLAY,SKILLED NURSING FACILITY,120.0,,,-81.68382715,29.98738183
ORANGE PARK,CLAY,SKILLED NURSING FACILITY,120.0,,,-81.71930245,30.16747245
ORANGE PARK,CLAY,SKILLED NURSING FACILITY,120.0,,,-81.70796503,30.18603744
ORANGE PARK,CLAY,SKILLED NURSING FACILITY,120.0,,,-81.71194739,30.16611234
ORANGE PARK,CLAY,SKILLED NURSING FACILITY,120.0,,,-81.71742647,30.18503561
ORANGE PARK,CLAY,TRANSITIONAL LIVING FACILITY,,,,,
ORANGE PARK,CLAY,SKILLED NURSING FACILITY,105.0,,,-81.73935888,30.16721923
PENNEY FARMS,CLAY,SKILLED NURSING FACILITY,40.0,,,-81.81004323,29.97699833
MIDDLEBURG,CLAY,ADULT FAMILY CARE HOME,5.0,,,-81.92258300,30.03080900
GREEN COVE SPRINGS,CLAY,PUBLIC HEALTH OFFICE,0.0,,,-81.69167262,29.98730947
ORANGE PARK,CLAY,ADULT FAMILY CARE HOME,,,,,
NAPLES,COLLIER,ADULT FAMILY CARE HOME,5.0,,,-81.56770340,26.31395772
NAPLES,COLLIER,ADULT FAMILY CARE HOME,4.0,,,-81.71123776,26.19642798
NAPLES,COLLIER,SKILLED NURSING FACILITY,113.0,,,-81.80041152,26.28815926
NAPLES,COLLIER,SKILLED NURSING FACILITY,100.0,,,-81.80558240,26.30695757
NAPLES,COLLIER,ADULT FAMILY CARE HOME,3.0,,,-81.53579219,26.34834979
NAPLES,COLLIER,SKILLED NURSING FACILITY,117.0,,,-81.71401690,26.10795530
NAPLES,COLLIER,SKILLED NURSING FACILITY,35.0,,,-81.81052616,26.21671915
NAPLES,COLLIER,SKILLED NURSING FACILITY,120.0,,,-81.79533467,26.18076313
NAPLES,COLLIER,SKILLED NURSING FACILITY,120.0,,,-81.75368373,26.11583975
NAPLES,COLLIER,SKILLED NURSING FACILITY,60.0,,,-81.78048827,26.27144745
NAPLES,COLLIER,SKILLED NURSING FACILITY,106.0,,,-81.79104341,26.20229983
NAPLES,COLLIER,SKILLED NURSING FACILITY,97.0,,,-81.79746038,26.15705494
NAPLES,COLLIER,SKILLED NURSING FACILITY,40.0,,,-81.76980326,26.23963162
NAPLES,COLLIER,ASSISTED LIVING FACILITY,36.0,,,-81.78048827,26.27144745
NAPLES,COLLIER,ASSISTED LIVING FACILITY,6.0,,,-81.60865791,26.29575569
NAPLES,COLLIER,ASSISTED LIVING FACILITY,6.0,,,-81.73113942,26.12366027
NAPLES,COLLIER,ASSISTED LIVING FACILITY,70.0,,,-81.79582801,26.28742372
NAPLES,COLLIER,ASSISTED LIVING FACILITY,56.0,,,-81.71385857,26.10743868
NAPLES,COLLIER,ASSISTED LIVING FACILITY,150.0,,,-81.78463622,26.27094865
NAPLES,COLLIER,ASSISTED LIVING FACILITY,150.0,,,-81.73713910,26.09673465
NAPLES,COLLIER,ASSISTED LIVING FACILITY,12.0,,,-81.71473479,26.10838048
BONITA SPRINGS,COLLIER,ASSISTED LIVING FACILITY,170.0,,,-81.81966995,26.32406731
MARCO ISLAND,COLLIER,ASSISTED LIVING FACILITY,10.0,,,-81.70089434,25.93071876
NAPLES,COLLIER,ASSISTED LIVING FACILITY,32.0,,,-81.82266325,26.30198792
NAPLES,COLLIER,ASSISTED LIVING FACILITY,54.0,,,-81.79085253,26.17784290
NAPLES,COLLIER,ASSISTED LIVING FACILITY,112.0,,,-81.78544755,26.15914118
NAPLES,COLLIER,ASSISTED LIVING FACILITY,14.0,,,-81.81297346,26.23844906
NAPLES,COLLIER,ASSISTED LIVING FACILITY,80.0,,,-81.79017809,26.20581242
NAPLES,COLLIER,ASSISTED LIVING FACILITY,93.0,,,-81.76980326,26.23963162
NAPLES,COLLIER,ASSISTED LIVING FACILITY,200.0,,,-81.72939235,26.13986842
NAPLES,COLLIER,AMBULATORY SURGICAL CENTER,0.0,,,-81.80167488,26.18860674
NAPLES,COLLIER,AMBULATORY SURGICAL CENTER,0.0,,,-81.79017758,26.15737177
NAPLES,COLLIER,AMBULATORY SURGICAL CENTER,0.0,,,-81.79001381,26.16123074
NAPLES,COLLIER,AMBULATORY SURGICAL CENTER,0.0,,,-81.80366994,26.20245788
NAPLES,COLLIER,AMBULATORY SURGICAL CENTER,0.0,,,-81.79661259,26.15128768
NAPLES,COLLIER,AMBULATORY SURGICAL CENTER,0.0,,,-81.79916140,26.20936089
NAPLES,COLLIER,AMBULATORY SURGICAL CENTER,0.0,,,-81.78694376,26.27383342
NAPLES,COLLIER,AMBULATORY SURGICAL CENTER,0.0,,,-81.80283060,26.27190748
NAPLES,COLLIER,AMBULATORY SURGICAL CENTER,0.0,,,-81.79909768,26.27295207
NAPLES,COLLIER,AMBULATORY SURGICAL CENTER,0.0,,,-81.80046249,26.17596422
NAPLES,COLLIER,AMBULATORY SURGICAL CENTER,0.0,,,-81.79077838,26.27391472
NAPLES,COLLIER,AMBULATORY SURGICAL CENTER,0.0,,,-81.78546769,26.27024489
NAPLES,COLLIER,AMBULATORY SURGICAL CENTER,0.0,,,-81.74870381,26.21275698
NAPLES,COLLIER,AMBULATORY SURGICAL CENTER,0.0,,,-81.79523402,26.14888200
NAPLES,COLLIER,AMBULATORY SURGICAL CENTER,0.0,,,-81.79727584,26.15962838
NAPLES,COLLIER,ASSISTED LIVING FACILITY,120.0,,,-81.75551567,26.26875745
NAPLES,COLLIER,ASSISTED LIVING FACILITY,125.0,,,-81.77152271,26.23112293
NAPLES,COLLIER,ASSISTED LIVING FACILITY,75.0,,,-81.77219679,26.27423394
NAPLES,COLLIER,ASSISTED LIVING FACILITY,135.0,,,-81.74469322,26.10495316
NAPLES,COLLIER,ASSISTED LIVING FACILITY,13.0,,,-81.81647965,26.26276410
